contrast_order,contrast_type,shock,portfolio,reference_portfolio,comparison_shock,family,metric,direction_multiplier,count,mean,standard_error,ci95_lower,ci95_upper,median,p05,p25,p75,p90,p95,positive_share,discordant_positive,discordant_negative,reversal
340,reversal_flag,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,realised_bad_debt_share,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,False
341,crypto_protection,joint_crypto_high_correlation,stable_heavy,empirical_crypto,,,positive_realised_bad_debt,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
342,joint_stress_advantage,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,positive_realised_bad_debt,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
343,tradeoff_erosion,joint_crypto_stable_stress,stable_heavy,empirical_crypto,joint_crypto_high_correlation,,positive_realised_bad_debt,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
344,reversal_flag,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,positive_realised_bad_debt,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,False
345,crypto_protection,joint_crypto_high_correlation,stable_heavy,empirical_crypto,,,active_bad_debt_share,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
346,joint_stress_advantage,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,active_bad_debt_share,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
347,tradeoff_erosion,joint_crypto_stable_stress,stable_heavy,empirical_crypto,joint_crypto_high_correlation,,active_bad_debt_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
348,reversal_flag,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,active_bad_debt_share,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,False
349,crypto_protection,joint_crypto_high_correlation,stable_heavy,empirical_crypto,,,unresolved_tab_share,-1,128,0.015175013881664399,0.0033851078399791653,0.008540202515305236,0.02180982524802356,0.0002278655531152004,0.0,-0.0,0.007294840172350411,0.05240201234514019,0.10260066531508391,0.5234375,,,
350,joint_stress_advantage,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,unresolved_tab_share,-1,128,0.015175013881664399,0.0033851078399791653,0.008540202515305236,0.02180982524802356,0.0002278655531152004,0.0,-0.0,0.007294840172350411,0.05240201234514019,0.10260066531508391,0.5234375,,,
351,tradeoff_erosion,joint_crypto_stable_stress,stable_heavy,empirical_crypto,joint_crypto_high_correlation,,unresolved_tab_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
352,reversal_flag,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,unresolved_tab_share,-1,128,0.015175013881664399,0.0033851078399791653,0.008540202515305236,0.02180982524802356,0.0002278655531152004,0.0,-0.0,0.007294840172350411,0.05240201234514019,0.10260066531508391,0.5234375,,,False
353,crypto_protection,joint_crypto_high_correlation,stable_heavy,empirical_crypto,,,backlog_area_share,-1,128,0.0724146389261886,0.018481003434618615,0.03619187219433612,0.10863740565804109,0.00031009374193568704,0.0,-0.0,0.02426239128731089,0.15632406052249526,0.4796008301692685,0.5234375,,,
354,joint_stress_advantage,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,backlog_area_share,-1,128,0.07241013307155511,0.0184808454448512,0.03618767599964676,0.10863259014346346,0.00031009374193568704,0.0,-0.0,0.02426239128731089,0.1559203359473339,0.4796008301692685,0.5234375,,,
355,tradeoff_erosion,joint_crypto_stable_stress,stable_heavy,empirical_crypto,joint_crypto_high_correlation,,backlog_area_share,1,128,4.505854633497135e-06,4.505854633497133e-06,-4.325620448157246e-06,1.3337329715151516e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,,,
356,reversal_flag,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,backlog_area_share,-1,128,0.07241013307155511,0.0184808454448512,0.03618767599964676,0.10863259014346346,0.00031009374193568704,0.0,-0.0,0.02426239128731089,0.1559203359473339,0.4796008301692685,0.5234375,,,False
357,crypto_protection,joint_crypto_high_correlation,stable_heavy,empirical_crypto,,,liquidated_debt_share,-1,128,0.03183024034482597,0.006339387678338153,0.019405040495283188,0.04425544019436875,0.0007052356059071895,0.0,-0.0,0.015827811946152938,0.13503533405056825,0.22084034182140658,0.5703125,,,
358,joint_stress_advantage,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,liquidated_debt_share,-1,128,0.03181444312727191,0.0063391768235425885,0.01938965655312844,0.04423922970141539,0.0007052356059071895,0.0,-0.0,0.015827811946152938,0.13503533405056825,0.22084034182140658,0.5703125,,,
359,tradeoff_erosion,joint_crypto_stable_stress,stable_heavy,empirical_crypto,joint_crypto_high_correlation,,liquidated_debt_share,1,128,1.579721755405486e-05,1.5797217554054857e-05,-1.5165328851892658e-05,4.675976396000238e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,,,
360,reversal_flag,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,liquidated_debt_share,-1,128,0.03181444312727191,0.0063391768235425885,0.01938965655312844,0.04423922970141539,0.0007052356059071895,0.0,-0.0,0.015827811946152938,0.13503533405056825,0.22084034182140658,0.5703125,,,False
361,crypto_protection,joint_crypto_high_correlation,stable_heavy,empirical_crypto,,,debt_weighted_liquidated_vault_share,-1,128,0.03183024034482597,0.006339387678338154,0.019405040495283188,0.04425544019436875,0.0007052356059071895,0.0,-0.0,0.015827811946152934,0.13503533405056828,0.2208403418214066,0.5703125,,,
362,joint_stress_advantage,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,debt_weighted_liquidated_vault_share,-1,128,0.03181444312727191,0.0063391768235425885,0.01938965655312844,0.04423922970141539,0.0007052356059071895,0.0,-0.0,0.015827811946152934,0.13503533405056828,0.2208403418214066,0.5703125,,,
363,tradeoff_erosion,joint_crypto_stable_stress,stable_heavy,empirical_crypto,joint_crypto_high_correlation,,debt_weighted_liquidated_vault_share,1,128,1.579721755405486e-05,1.5797217554054857e-05,-1.5165328851892658e-05,4.675976396000238e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,,,
364,reversal_flag,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,debt_weighted_liquidated_vault_share,-1,128,0.03181444312727191,0.0063391768235425885,0.01938965655312844,0.04423922970141539,0.0007052356059071895,0.0,-0.0,0.015827811946152934,0.13503533405056828,0.2208403418214066,0.5703125,,,False
365,crypto_protection,joint_crypto_high_correlation,stable_heavy,empirical_crypto,,,successful_closure_count,-1,128,11.5,1.8319869489443317,7.90930558006911,15.090694419930891,1.5,0.0,-0.0,15.0,35.19999999999999,54.89999999999995,0.5703125,,,
366,joint_stress_advantage,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,successful_closure_count,-1,128,11.4921875,1.831382301318173,7.902678189416381,15.081696810583619,1.5,0.0,-0.0,15.0,35.19999999999999,54.89999999999995,0.5703125,,,
367,tradeoff_erosion,joint_crypto_stable_stress,stable_heavy,empirical_crypto,joint_crypto_high_correlation,,successful_closure_count,1,128,0.0078125,0.0078125,-0.0075,0.023125,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,,,
368,reversal_flag,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,successful_closure_count,-1,128,11.4921875,1.831382301318173,7.902678189416381,15.081696810583619,1.5,0.0,-0.0,15.0,35.19999999999999,54.89999999999995,0.5703125,,,False
369,crypto_protection,joint_crypto_high_correlation,stable_heavy,empirical_crypto,,,capacity_rejected_opportunities,-1,128,0.015625,0.015625,-0.015,0.04625,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0078125,,,
370,joint_stress_advantage,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,capacity_rejected_opportunities,-1,128,0.015625,0.015625,-0.015,0.04625,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0078125,,,
371,tradeoff_erosion,joint_crypto_stable_stress,stable_heavy,empirical_crypto,joint_crypto_high_correlation,,capacity_rejected_opportunities,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
372,reversal_flag,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,capacity_rejected_opportunities,-1,128,0.015625,0.015625,-0.015,0.04625,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0078125,,,False
373,crypto_protection,joint_crypto_high_correlation,stable_heavy,empirical_crypto,,,below_peg_burden,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
374,joint_stress_advantage,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,below_peg_burden,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
375,tradeoff_erosion,joint_crypto_stable_stress,stable_heavy,empirical_crypto,joint_crypto_high_correlation,,below_peg_burden,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
376,reversal_flag,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,below_peg_burden,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,False
377,crypto_protection,joint_crypto_high_correlation,stable_heavy,empirical_crypto,,,mean_absolute_peg_deviation,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
378,joint_stress_advantage,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,mean_absolute_peg_deviation,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
379,tradeoff_erosion,joint_crypto_stable_stress,stable_heavy,empirical_crypto,joint_crypto_high_correlation,,mean_absolute_peg_deviation,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
380,reversal_flag,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,mean_absolute_peg_deviation,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,False
381,crypto_protection,joint_crypto_high_correlation,stable_heavy,empirical_crypto,,,minimum_dai_price,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
382,joint_stress_advantage,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,minimum_dai_price,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
383,tradeoff_erosion,joint_crypto_stable_stress,stable_heavy,empirical_crypto,joint_crypto_high_correlation,,minimum_dai_price,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
384,reversal_flag,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,minimum_dai_price,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,False
385,crypto_protection,joint_crypto_high_correlation,stable_heavy,empirical_crypto,,,restricted_mean_recovery_time,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
386,joint_stress_advantage,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,restricted_mean_recovery_time,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
387,tradeoff_erosion,joint_crypto_stable_stress,stable_heavy,empirical_crypto,joint_crypto_high_correlation,,restricted_mean_recovery_time,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
388,reversal_flag,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,restricted_mean_recovery_time,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,False
389,crypto_protection,joint_crypto_high_correlation,stable_heavy,empirical_crypto,,,recovery_probability_720h,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
390,joint_stress_advantage,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,recovery_probability_720h,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
391,tradeoff_erosion,joint_crypto_stable_stress,stable_heavy,empirical_crypto,joint_crypto_high_correlation,,recovery_probability_720h,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
392,reversal_flag,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,recovery_probability_720h,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
393,depeg_cost,stable_depeg_moderate,stable_supported,empirical_crypto,,,realised_bad_debt_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
394,depeg_cost,stable_depeg_moderate,stable_supported,empirical_crypto,,,positive_realised_bad_debt,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
395,depeg_cost,stable_depeg_moderate,stable_supported,empirical_crypto,,,active_bad_debt_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
396,depeg_cost,stable_depeg_moderate,stable_supported,empirical_crypto,,,unresolved_tab_share,1,128,-0.007958334989885277,0.003288745258879222,-0.014404275697288551,-0.0015123942824820024,0.0,-0.07206605152951535,-0.001531330325902839,0.0,0.0,0.0,0.046875,,,
397,depeg_cost,stable_depeg_moderate,stable_supported,empirical_crypto,,,backlog_area_share,1,128,-0.03445292267012094,0.017380696906300213,-0.06851908860646935,-0.0003867567337725239,0.0,-0.2423078978175637,-0.008767608495574456,0.0,0.0,0.0,0.03125,,,
398,depeg_cost,stable_depeg_moderate,stable_supported,empirical_crypto,,,liquidated_debt_share,1,128,-0.02165332330511262,0.0055500965259187626,-0.03253151249591339,-0.010775134114311847,0.0,-0.18181585978064543,-0.003872734298901398,0.0,0.0,0.0,0.0390625,,,
399,depeg_cost,stable_depeg_moderate,stable_supported,empirical_crypto,,,debt_weighted_liquidated_vault_share,1,128,-0.02165332330511262,0.0055500965259187626,-0.03253151249591339,-0.010775134114311847,0.0,-0.18181585978064543,-0.003872734298901398,0.0,0.0,0.0,0.0390625,,,
400,depeg_cost,stable_depeg_moderate,stable_supported,empirical_crypto,,,successful_closure_count,1,128,-6.765625,1.0954386219607504,-8.912684699043071,-4.618565300956929,0.0,-33.949999999999996,-9.0,0.0,0.0,0.0,0.0,,,
401,depeg_cost,stable_depeg_moderate,stable_supported,empirical_crypto,,,capacity_rejected_opportunities,1,128,-0.0234375,0.023437499999999997,-0.06937499999999999,0.022499999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
402,depeg_cost,stable_depeg_moderate,stable_supported,empirical_crypto,,,below_peg_burden,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
403,depeg_cost,stable_depeg_moderate,stable_supported,empirical_crypto,,,mean_absolute_peg_deviation,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
404,depeg_cost,stable_depeg_moderate,stable_supported,empirical_crypto,,,minimum_dai_price,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
405,depeg_cost,stable_depeg_moderate,stable_supported,empirical_crypto,,,restricted_mean_recovery_time,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
406,depeg_cost,stable_depeg_moderate,stable_supported,empirical_crypto,,,recovery_probability_720h,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,
407,depeg_cost,stable_depeg_moderate,stable_heavy,empirical_crypto,,,realised_bad_debt_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
408,depeg_cost,stable_depeg_moderate,stable_heavy,empirical_crypto,,,positive_realised_bad_debt,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
409,depeg_cost,stable_depeg_moderate,stable_heavy,empirical_crypto,,,active_bad_debt_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
410,depeg_cost,stable_depeg_moderate,stable_heavy,empirical_crypto,,,unresolved_tab_share,1,128,-0.013258711725441779,0.0032866922607582196,-0.01970062855652789,-0.006816794894355669,0.0,-0.10749315966790449,-0.0038294749854504073,0.0,0.0,0.0,0.0078125,,,
411,depeg_cost,stable_depeg_moderate,stable_heavy,empirical_crypto,,,backlog_area_share,1,128,-0.0620914190122034,0.01725268154123726,-0.09590667483302842,-0.02827616319137837,0.0,-0.37284087423608153,-0.012908092726186551,0.0,0.0,0.0,0.0078125,,,
412,depeg_cost,stable_depeg_moderate,stable_heavy,empirical_crypto,,,liquidated_debt_share,1,128,-0.028483539632800696,0.006231532406686746,-0.040697343149906716,-0.016269736115694676,0.0,-0.22084034182140683,-0.005524978745927039,0.0,0.0,0.0,0.0,,,
413,depeg_cost,stable_depeg_moderate,stable_heavy,empirical_crypto,,,debt_weighted_liquidated_vault_share,1,128,-0.028483539632800696,0.006231532406686746,-0.040697343149906716,-0.016269736115694676,0.0,-0.22084034182140683,-0.005524978745927039,0.0,0.0,0.0,0.0,,,
414,depeg_cost,stable_depeg_moderate,stable_heavy,empirical_crypto,,,successful_closure_count,1,128,-10.0390625,1.805619316225522,-13.578076359802022,-6.500048640197977,0.0,-50.65,-11.25,0.0,0.0,0.0,0.0,,,
415,depeg_cost,stable_depeg_moderate,stable_heavy,empirical_crypto,,,capacity_rejected_opportunities,1,128,-0.0234375,0.023437499999999997,-0.06937499999999999,0.022499999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
416,depeg_cost,stable_depeg_moderate,stable_heavy,empirical_crypto,,,below_peg_burden,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
417,depeg_cost,stable_depeg_moderate,stable_heavy,empirical_crypto,,,mean_absolute_peg_deviation,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
418,depeg_cost,stable_depeg_moderate,stable_heavy,empirical_crypto,,,minimum_dai_price,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
419,depeg_cost,stable_depeg_moderate,stable_heavy,empirical_crypto,,,restricted_mean_recovery_time,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
420,depeg_cost,stable_depeg_moderate,stable_heavy,empirical_crypto,,,recovery_probability_720h,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,
421,depeg_cost,stable_depeg_severe,stable_supported,empirical_crypto,,,realised_bad_debt_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
422,depeg_cost,stable_depeg_severe,stable_supported,empirical_crypto,,,positive_realised_bad_debt,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
423,depeg_cost,stable_depeg_severe,stable_supported,empirical_crypto,,,active_bad_debt_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
424,depeg_cost,stable_depeg_severe,stable_supported,empirical_crypto,,,unresolved_tab_share,1,128,-0.007958334989885277,0.003288745258879222,-0.014404275697288551,-0.0015123942824820024,0.0,-0.07206605152951535,-0.001531330325902839,0.0,0.0,0.0,0.046875,,,
425,depeg_cost,stable_depeg_severe,stable_supported,empirical_crypto,,,backlog_area_share,1,128,-0.03445292267012094,0.017380696906300213,-0.06851908860646935,-0.0003867567337725239,0.0,-0.2423078978175637,-0.008767608495574456,0.0,0.0,0.0,0.03125,,,
426,depeg_cost,stable_depeg_severe,stable_supported,empirical_crypto,,,liquidated_debt_share,1,128,-0.02165332330511262,0.0055500965259187626,-0.03253151249591339,-0.010775134114311847,0.0,-0.18181585978064543,-0.003872734298901398,0.0,0.0,0.0,0.0390625,,,
427,depeg_cost,stable_depeg_severe,stable_supported,empirical_crypto,,,debt_weighted_liquidated_vault_share,1,128,-0.02165332330511262,0.0055500965259187626,-0.03253151249591339,-0.010775134114311847,0.0,-0.18181585978064543,-0.003872734298901398,0.0,0.0,0.0,0.0390625,,,
428,depeg_cost,stable_depeg_severe,stable_supported,empirical_crypto,,,successful_closure_count,1,128,-6.765625,1.0954386219607504,-8.912684699043071,-4.618565300956929,0.0,-33.949999999999996,-9.0,0.0,0.0,0.0,0.0,,,
429,depeg_cost,stable_depeg_severe,stable_supported,empirical_crypto,,,capacity_rejected_opportunities,1,128,-0.0234375,0.023437499999999997,-0.06937499999999999,0.022499999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
430,depeg_cost,stable_depeg_severe,stable_supported,empirical_crypto,,,below_peg_burden,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
431,depeg_cost,stable_depeg_severe,stable_supported,empirical_crypto,,,mean_absolute_peg_deviation,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
432,depeg_cost,stable_depeg_severe,stable_supported,empirical_crypto,,,minimum_dai_price,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
433,depeg_cost,stable_depeg_severe,stable_supported,empirical_crypto,,,restricted_mean_recovery_time,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
434,depeg_cost,stable_depeg_severe,stable_supported,empirical_crypto,,,recovery_probability_720h,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,
435,depeg_cost,stable_depeg_severe,stable_heavy,empirical_crypto,,,realised_bad_debt_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
436,depeg_cost,stable_depeg_severe,stable_heavy,empirical_crypto,,,positive_realised_bad_debt,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
437,depeg_cost,stable_depeg_severe,stable_heavy,empirical_crypto,,,active_bad_debt_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
438,depeg_cost,stable_depeg_severe,stable_heavy,empirical_crypto,,,unresolved_tab_share,1,128,-0.013258711725441779,0.0032866922607582196,-0.01970062855652789,-0.006816794894355669,0.0,-0.10749315966790449,-0.0038294749854504073,0.0,0.0,0.0,0.0078125,,,
439,depeg_cost,stable_depeg_severe,stable_heavy,empirical_crypto,,,backlog_area_share,1,128,-0.0620914190122034,0.01725268154123726,-0.09590667483302842,-0.02827616319137837,0.0,-0.37284087423608153,-0.012908092726186551,0.0,0.0,0.0,0.0078125,,,
440,depeg_cost,stable_depeg_severe,stable_heavy,empirical_crypto,,,liquidated_debt_share,1,128,-0.028483539632800696,0.006231532406686746,-0.040697343149906716,-0.016269736115694676,0.0,-0.22084034182140683,-0.005524978745927039,0.0,0.0,0.0,0.0,,,
441,depeg_cost,stable_depeg_severe,stable_heavy,empirical_crypto,,,debt_weighted_liquidated_vault_share,1,128,-0.028483539632800696,0.006231532406686746,-0.040697343149906716,-0.016269736115694676,0.0,-0.22084034182140683,-0.005524978745927039,0.0,0.0,0.0,0.0,,,
442,depeg_cost,stable_depeg_severe,stable_heavy,empirical_crypto,,,successful_closure_count,1,128,-10.0390625,1.805619316225522,-13.578076359802022,-6.500048640197977,0.0,-50.65,-11.25,0.0,0.0,0.0,0.0,,,
443,depeg_cost,stable_depeg_severe,stable_heavy,empirical_crypto,,,capacity_rejected_opportunities,1,128,-0.0234375,0.023437499999999997,-0.06937499999999999,0.022499999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
444,depeg_cost,stable_depeg_severe,stable_heavy,empirical_crypto,,,below_peg_burden,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
445,depeg_cost,stable_depeg_severe,stable_heavy,empirical_crypto,,,mean_absolute_peg_deviation,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
446,depeg_cost,stable_depeg_severe,stable_heavy,empirical_crypto,,,minimum_dai_price,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
447,depeg_cost,stable_depeg_severe,stable_heavy,empirical_crypto,,,restricted_mean_recovery_time,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
448,depeg_cost,stable_depeg_severe,stable_heavy,empirical_crypto,,,recovery_probability_720h,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,
449,severity_increment,stable_depeg_severe,stable_supported,stable_supported,stable_depeg_moderate,,realised_bad_debt_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
450,severity_increment,stable_depeg_severe,stable_supported,stable_supported,stable_depeg_moderate,,positive_realised_bad_debt,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
451,severity_increment,stable_depeg_severe,stable_supported,stable_supported,stable_depeg_moderate,,active_bad_debt_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
452,severity_increment,stable_depeg_severe,stable_supported,stable_supported,stable_depeg_moderate,,unresolved_tab_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
453,severity_increment,stable_depeg_severe,stable_supported,stable_supported,stable_depeg_moderate,,backlog_area_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
454,severity_increment,stable_depeg_severe,stable_supported,stable_supported,stable_depeg_moderate,,liquidated_debt_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
455,severity_increment,stable_depeg_severe,stable_supported,stable_supported,stable_depeg_moderate,,debt_weighted_liquidated_vault_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
456,severity_increment,stable_depeg_severe,stable_supported,stable_supported,stable_depeg_moderate,,successful_closure_count,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
457,severity_increment,stable_depeg_severe,stable_supported,stable_supported,stable_depeg_moderate,,capacity_rejected_opportunities,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
458,severity_increment,stable_depeg_severe,stable_supported,stable_supported,stable_depeg_moderate,,below_peg_burden,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
459,severity_increment,stable_depeg_severe,stable_supported,stable_supported,stable_depeg_moderate,,mean_absolute_peg_deviation,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
