contrast_order,contrast_type,anchor,family,metric,left_delay,right_delay,contrast_label,direction_multiplier,operationality,count,mean,standard_error,ci95_lower,ci95_upper,median,p05,p25,p75,p90,p95,positive_share,discordant_positive,discordant_negative,classification
280,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,peak_absolute_mismatch,0,1,delay_1_minus_0,1,operational,128,0.12506973125219087,0.0006346174463964315,0.12382588105725387,0.12631358144712787,0.12484123093884028,0.11415471395951307,0.12283814241104592,0.12753647628820597,0.13085170675193616,0.13650401580760596,1.0,128,0,
281,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,peak_absolute_mismatch,1,2,delay_2_minus_1,1,operational,128,0.0027813089116122324,0.0004985791670839304,0.0018040937441277287,0.003758524079096736,0.0017023649840676863,-0.0028315870229419704,0.00026241027421137,0.004015726725361414,0.008293986262224964,0.010153289702859999,0.78125,100,28,
282,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,peak_absolute_mismatch,0,2,delay_2_minus_0,1,operational,128,0.1278510401638031,0.0009467375623722127,0.12599543454155357,0.12970664578605265,0.12721786074612196,0.11366619155526693,0.12340713115233236,0.13156174139125656,0.13846773622079492,0.14092956804339363,1.0,128,0,
283,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,oracle_overvaluation_area,0,1,delay_1_minus_0,1,operational,128,1.5008459962140979,0.028328588506818613,1.4453219627407334,1.5563700296874623,1.4645977006117255,1.07339579005539,1.2509724297317404,1.6910326053273639,1.9422394740345899,2.102686773297611,1.0,128,0,
284,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,oracle_overvaluation_area,1,2,delay_2_minus_1,1,operational,128,0.9171093304323972,0.017843666504670227,0.8821357440832436,0.9520829167815508,0.911613304589838,0.6509130708346983,0.7621785526483302,1.031195849125313,1.1536580228121855,1.2782494358757246,1.0,128,0,
285,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,oracle_overvaluation_area,0,2,delay_2_minus_0,1,operational,128,2.417955326646495,0.045527793497451785,2.3287208513914894,2.5071898019015,2.376692152448231,1.7418236072876694,2.0160605860840755,2.728065254671055,3.1511261806047797,3.3249282493974603,1.0,128,0,
286,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,peak_oracle_overvaluation,0,1,delay_1_minus_0,1,operational,128,0.12506973125219087,0.0006346174463964315,0.12382588105725387,0.12631358144712787,0.12484123093884028,0.11415471395951307,0.12283814241104592,0.12753647628820597,0.13085170675193616,0.13650401580760596,1.0,128,0,
287,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,peak_oracle_overvaluation,1,2,delay_2_minus_1,1,operational,128,0.0027813089116122324,0.0004985791670839304,0.0018040937441277287,0.003758524079096736,0.0017023649840676863,-0.0028315870229419704,0.00026241027421137,0.004015726725361414,0.008293986262224964,0.010153289702859999,0.78125,100,28,
288,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,peak_oracle_overvaluation,0,2,delay_2_minus_0,1,operational,128,0.1278510401638031,0.0009467375623722127,0.12599543454155357,0.12970664578605265,0.12721786074612196,0.11366619155526693,0.12340713115233236,0.13156174139125656,0.13846773622079492,0.14092956804339363,1.0,128,0,
289,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,oracle_undervaluation_area,0,1,delay_1_minus_0,1,operational,128,1.5332348619954272,0.027773161979156066,1.4787994645162814,1.587670259474573,1.4841391573054006,1.0916041491813053,1.3194998864311267,1.7570797591117695,1.9459662211309994,2.093229273947061,1.0,128,0,
290,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,oracle_undervaluation_area,1,2,delay_2_minus_1,1,operational,128,0.9490089608378856,0.01720171132733687,0.9152936066363053,0.9827243150394658,0.9230614223945774,0.6724220191971806,0.8138433001567831,1.0914610588443512,1.2055645947933389,1.2755164399830212,1.0,128,0,
291,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,oracle_undervaluation_area,0,2,delay_2_minus_0,1,operational,128,2.4822438228333126,0.04433334168439511,2.395350473131898,2.569137172534727,2.3856239156719865,1.7830636392455967,2.1276748217110018,2.8566888714070924,3.1774019332255174,3.3235750226918985,1.0,128,0,
292,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,peak_oracle_undervaluation,0,1,delay_1_minus_0,1,operational,128,0.037462242959361985,0.0011960238622134999,0.035118036189423524,0.03980644972930045,0.034579846027199955,0.020816636369869915,0.026925581751974955,0.045730772581895895,0.05271569089929993,0.06874336388509995,1.0,128,0,
293,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,peak_oracle_undervaluation,1,2,delay_2_minus_1,1,operational,128,0.015763606798349317,0.0007854962221236421,0.014224034202986978,0.017303179393711655,0.015381673643713066,0.0008675253677389848,0.010176351296728824,0.020534911068224956,0.028552910615707354,0.03232496117437987,0.96875,124,4,
294,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,peak_oracle_undervaluation,0,2,delay_2_minus_0,1,operational,128,0.05322584975771131,0.0015807570090513692,0.05012756601997063,0.05632413349545199,0.04681737904741606,0.030322454613286032,0.04124339065282493,0.06638900833429996,0.07765100070953686,0.0903582597111999,1.0,128,0,
295,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,mismatch_hours,0,1,delay_1_minus_0,1,operational,128,766.90625,0.030249739700838812,766.8469605101864,766.9655394898136,767.0,766.0,767.0,767.0,767.0,767.0,1.0,128,0,
296,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,mismatch_hours,1,2,delay_2_minus_1,1,operational,128,0.09375,0.030249739700838812,0.03446051018635593,0.15303948981364407,0.0,0.0,0.0,0.0,0.0,1.0,0.078125,10,0,
297,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,mismatch_hours,0,2,delay_2_minus_0,1,operational,128,767.0,0.0,767.0,767.0,767.0,767.0,767.0,767.0,767.0,767.0,1.0,128,0,
298,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,mismatch_hours_above_tolerance,0,1,delay_1_minus_0,1,operational,128,766.90625,0.030249739700838812,766.8469605101864,766.9655394898136,767.0,766.0,767.0,767.0,767.0,767.0,1.0,128,0,
299,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,mismatch_hours_above_tolerance,1,2,delay_2_minus_1,1,operational,128,0.09375,0.030249739700838812,0.03446051018635593,0.15303948981364407,0.0,0.0,0.0,0.0,0.0,1.0,0.078125,10,0,
300,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,mismatch_hours_above_tolerance,0,2,delay_2_minus_0,1,operational,128,767.0,0.0,767.0,767.0,767.0,767.0,767.0,767.0,767.0,767.0,1.0,128,0,
301,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,false_safe_vault_hours,0,1,delay_1_minus_0,1,operational,128,11.8984375,1.7113936107782304,8.544106022874669,15.252768977125331,4.0,0.0,0.0,16.25,32.0,54.7999999999999,0.6015625,77,0,
302,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,false_safe_vault_hours,1,2,delay_2_minus_1,1,operational,128,9.15625,1.4084355282735341,6.395716364583873,11.916783635416127,2.5,0.0,0.0,12.0,26.0,42.89999999999995,0.5625,72,3,
303,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,false_safe_vault_hours,0,2,delay_2_minus_0,1,operational,128,21.0546875,3.092812752601788,14.992774504900495,27.116600495099505,6.5,0.0,0.0,26.25,52.89999999999999,97.34999999999984,0.6015625,77,0,
304,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,false_safe_debt_hours,0,1,delay_1_minus_0,1,operational,128,73398.35793891715,15826.217459264757,42378.97171875823,104417.74415907607,2095.793884688983,0.0,0.0,35516.031691094104,200016.8093660512,488279.70876159734,0.6015625,77,0,
305,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,false_safe_debt_hours,1,2,delay_2_minus_1,1,operational,128,72376.55118517888,20778.60808274014,31650.479343008206,113102.62302734955,1019.1820263001582,0.0,0.0,22640.215071346032,187104.80574347737,432727.6763739394,0.546875,70,5,
306,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,false_safe_debt_hours,0,2,delay_2_minus_0,1,operational,128,145774.90912409604,35346.11536577166,76496.5230071836,215053.29524100848,3220.772159772998,0.0,0.0,59972.11392653806,420836.24233704136,912431.3452259161,0.6015625,77,0,
307,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,peak_false_safe_debt,0,1,delay_1_minus_0,1,operational,128,47512.21055085137,10683.424765589967,26572.698010295037,68451.72309140771,1130.644573772159,0.0,0.0,19267.145613468412,129906.98445999625,328109.82869205583,0.6015625,77,0,
308,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,peak_false_safe_debt,1,2,delay_2_minus_1,1,operational,128,2663.6751866796785,1071.6490190281459,563.2431093845125,4764.1072639748445,0.0,0.0,0.0,174.58510630968652,3686.982437088227,10809.918726080226,0.28125,36,3,
309,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,peak_false_safe_debt,0,2,delay_2_minus_0,1,operational,128,50175.88573753104,11269.047654392147,28088.55233492243,72263.21914013964,1258.138387608061,0.0,0.0,21390.239614846636,129534.38899092229,372980.398429841,0.6015625,77,0,
310,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,false_unsafe_vault_hours,0,1,delay_1_minus_0,1,operational,128,5.84375,1.0780581329828882,3.730756059353539,7.9567439406464615,1.0,0.0,0.0,6.0,16.299999999999997,26.64999999999999,0.53125,68,0,
311,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,false_unsafe_vault_hours,1,2,delay_2_minus_1,1,operational,128,3.140625,0.6834602477906373,1.801042914330351,4.480207085669649,0.0,0.0,0.0,3.0,9.0,16.64999999999999,0.421875,54,5,
312,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,false_unsafe_vault_hours,0,2,delay_2_minus_0,1,operational,128,8.984375,1.7205402943274903,5.612116023118119,12.35663397688188,2.0,0.0,0.0,8.25,24.599999999999994,43.29999999999998,0.546875,70,0,
313,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,false_unsafe_debt_hours,0,1,delay_1_minus_0,1,operational,128,28135.24028327155,9705.616353710944,9112.232229998099,47158.248336545,375.32775637055806,0.0,0.0,4831.884407128451,45115.86072803981,117088.72379852622,0.53125,68,0,
314,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,false_unsafe_debt_hours,1,2,delay_2_minus_1,1,operational,128,21152.2452631751,10880.495335767611,-173.52559492941873,42478.01612127962,0.0,-825.0902734492048,0.0,935.8052364787102,9612.727677985366,83538.90167405187,0.3984375,51,12,
315,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,false_unsafe_debt_hours,0,2,delay_2_minus_0,1,operational,128,49287.48554644665,18564.35086160838,12901.357857694231,85673.61323519907,517.1551040646673,0.0,0.0,7193.044566300887,54777.9757377996,198986.1880528157,0.546875,70,0,
316,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,peak_false_unsafe_debt,0,1,delay_1_minus_0,1,operational,128,20630.23308481373,8059.557201181835,4833.500970497336,36426.96519913013,259.65424564009055,0.0,0.0,2487.5235482882476,18583.913629265688,87067.75302621251,0.53125,68,0,
317,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,peak_false_unsafe_debt,1,2,delay_2_minus_1,1,operational,128,901.7287664877188,353.8879584785822,208.10836786969764,1595.3491651057398,0.0,-134.72106925622694,0.0,0.0,1418.6869501170052,4017.0460674482433,0.1953125,25,7,
318,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,peak_false_unsafe_debt,0,2,delay_2_minus_0,1,operational,128,21531.96185130145,8057.614257004018,5739.037907573575,37324.885795029324,301.0055518403018,0.0,0.0,4149.68814495757,22469.22553579429,89254.50936346568,0.546875,70,0,
319,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,eligible_liquidation_tab,0,1,delay_1_minus_0,1,operational,128,38.59969881623272,31.57117193907387,-23.279798184352067,100.47919581681751,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,4,1,
320,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,eligible_liquidation_tab,1,2,delay_2_minus_1,1,operational,128,3.3897383015537343,8.377439187550992,-13.030042506046211,19.80951910915368,0.0,0.0,0.0,0.0,0.0,0.0,0.0234375,3,2,
321,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,eligible_liquidation_tab,0,2,delay_2_minus_0,1,operational,128,41.98943711778645,33.213927604867,-23.109860987752867,107.08873522332577,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,4,2,
322,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,selected_count,0,1,delay_1_minus_0,1,operational,128,0.2578125,0.2191176869784846,-0.17165816647782983,0.6872831664778298,0.0,-3.0,0.0,0.0,2.0,3.6499999999999915,0.1875,24,21,
323,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,selected_count,1,2,delay_2_minus_1,1,operational,128,0.046875,0.1288097459991676,-0.20559210215836854,0.29934210215836854,0.0,-2.0,0.0,0.0,1.0,2.0,0.1875,24,17,
324,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,selected_count,0,2,delay_2_minus_0,1,operational,128,0.3046875,0.22584012928359892,-0.1379591533958539,0.747334153395854,0.0,-3.0,0.0,0.0,2.0,3.0,0.2265625,29,19,
325,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,rejected_count,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
326,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,rejected_count,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
327,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,rejected_count,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
328,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,successful_closure_count,0,1,delay_1_minus_0,1,operational,128,0.140625,0.08130818252955752,-0.01873903775793273,0.29998903775793273,0.0,-0.6499999999999995,0.0,0.0,1.0,2.0,0.1484375,19,7,
329,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,successful_closure_count,1,2,delay_2_minus_1,1,operational,128,0.0625,0.08645324392888198,-0.10694835810060868,0.23194835810060868,0.0,-1.6499999999999995,0.0,0.0,1.0,2.0,0.109375,14,9,
330,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,successful_closure_count,0,2,delay_2_minus_0,1,operational,128,0.203125,0.10601924629816004,-0.004672722744393676,0.4109227227443937,0.0,-1.0,0.0,0.0,1.0,3.0,0.1328125,17,9,
331,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,liquidated_debt,0,1,delay_1_minus_0,1,operational,128,487.0906042553275,273.8884249939321,-49.73070873277942,1023.9119172434343,0.0,-301.92428023294326,0.0,0.0,1523.5210149343309,3434.2232468941775,0.2109375,27,10,
332,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,liquidated_debt,1,2,delay_2_minus_1,1,operational,128,-1000.9846023106022,1019.0916380214846,-2998.404212832712,996.4350082115077,0.0,-540.2168032103192,0.0,0.0,121.73872370638786,485.68619060362596,0.140625,18,19,
333,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,liquidated_debt,0,2,delay_2_minus_0,1,operational,128,-513.8939980552747,1023.9057969274708,-2520.7493600331172,1492.9613639225681,0.0,-647.1282306785411,0.0,0.0,717.2904680148679,4081.1189963976376,0.203125,26,16,
334,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,terminal_unresolved_tab,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
335,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,terminal_unresolved_tab,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
336,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,terminal_unresolved_tab,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
337,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,backlog_area,0,1,delay_1_minus_0,1,operational,128,-28325.729653040424,18455.088655402993,-64497.703417630284,7846.24411154944,0.0,-157578.15079221874,-4927.946740243734,0.0,14744.690209095046,79121.87178216943,0.1796875,23,51,
338,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,backlog_area,1,2,delay_2_minus_1,1,operational,128,33885.7290355452,21344.858845684255,-7950.1943019959435,75721.65237308634,0.0,-72023.96424181503,-2965.565939232729,0.0,18049.179388771354,359987.8751931498,0.21875,28,46,
339,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,backlog_area,0,2,delay_2_minus_0,1,operational,128,5559.999382504779,20020.823521196697,-33680.81471904075,44800.813484050304,0.0,-151887.5551437237,-5806.686516148793,0.0,39924.899079128496,171209.22226078747,0.2421875,31,42,
340,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,maximum_backlog,0,1,delay_1_minus_0,1,operational,128,-4139.738792291005,3474.9213801033275,-10950.584697293527,2671.1071127115174,0.0,-20617.131300561323,0.0,0.0,871.6892226646124,13861.491593928164,0.1328125,17,28,
341,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,maximum_backlog,1,2,delay_2_minus_1,1,operational,128,6964.151161295851,7214.493818337627,-7176.256722645898,21104.5590452376,0.0,-26559.60329196426,0.0,0.0,9377.041025596662,92256.99341467502,0.21875,28,15,
342,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,maximum_backlog,0,2,delay_2_minus_0,1,operational,128,2824.412369004848,6424.930160303984,-9768.45074519096,15417.275483200658,0.0,-20410.224193480335,0.0,0.0,4548.958193787665,62448.88771300156,0.2265625,29,19,
343,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,terminal_active_bad_debt,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
344,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,terminal_active_bad_debt,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
345,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,terminal_active_bad_debt,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
346,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,realised_bad_debt,0,1,delay_1_minus_0,1,operational,128,1.5339607223618436e-13,1.533960722361843e-13,-1.4726022934673685e-13,4.540523738191056e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,1,0,
347,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,realised_bad_debt,1,2,delay_2_minus_1,1,operational,128,-1.5339607223618436e-13,1.533960722361843e-13,-4.540523738191056e-13,1.4726022934673685e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,
348,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,realised_bad_debt,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
349,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,keeper_profit_proxy,0,1,delay_1_minus_0,1,operational,128,62.75933108709343,35.3860902043933,-6.597405713517432,132.11606788770428,0.0,-107.43325611591473,0.0,3.146275725060832,165.39625060869892,435.06049654356025,0.28125,36,24,
350,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,keeper_profit_proxy,1,2,delay_2_minus_1,1,operational,128,-121.34056643440215,131.41422595852976,-378.9124493131205,136.23131644431618,0.0,-109.8709124992569,0.0,8.45359799845965,74.12458818931515,173.5206573137618,0.3046875,39,22,
351,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,keeper_profit_proxy,0,2,delay_2_minus_0,1,operational,128,-58.581235347308734,130.62334581209478,-314.60299313901453,197.44052244439706,0.0,-78.47247251333725,0.0,22.884324838656084,180.76017692167073,484.5786143816057,0.3359375,43,24,
