contrast_order,contrast_type,anchor,family,metric,left_capacity,right_capacity,contrast_label,direction_multiplier,operationality,count,mean,standard_error,ci95_lower,ci95_upper,median,p05,p25,p75,p90,p95,positive_share,discordant_positive,discordant_negative,classification
148,raw_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,,mean_absolute_peg_deviation,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
149,direction_normalised_capacity_relief,empirical_crypto__joint_crypto_high_correlation,,mean_absolute_peg_deviation,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
150,raw_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,,mean_absolute_peg_deviation,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
151,direction_normalised_capacity_relief,empirical_crypto__joint_crypto_high_correlation,,mean_absolute_peg_deviation,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
152,raw_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,,mean_absolute_peg_deviation,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
153,direction_normalised_capacity_relief,empirical_crypto__joint_crypto_high_correlation,,mean_absolute_peg_deviation,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
154,monotonicity_classification,empirical_crypto__joint_crypto_high_correlation,,mean_absolute_peg_deviation,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,no_capacity_effect
155,raw_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,,minimum_dai_price,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
156,direction_normalised_capacity_relief,empirical_crypto__joint_crypto_high_correlation,,minimum_dai_price,14,26,capacity_14_minus_26,-1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,
157,raw_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,,minimum_dai_price,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
158,direction_normalised_capacity_relief,empirical_crypto__joint_crypto_high_correlation,,minimum_dai_price,26,45,capacity_26_minus_45,-1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,
159,raw_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,,minimum_dai_price,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
160,direction_normalised_capacity_relief,empirical_crypto__joint_crypto_high_correlation,,minimum_dai_price,14,45,capacity_14_minus_45,-1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,
161,monotonicity_classification,empirical_crypto__joint_crypto_high_correlation,,minimum_dai_price,14,45,capacity_14_minus_45,-1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,no_capacity_effect
162,raw_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,,restricted_mean_recovery_time,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
163,direction_normalised_capacity_relief,empirical_crypto__joint_crypto_high_correlation,,restricted_mean_recovery_time,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
164,raw_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,,restricted_mean_recovery_time,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
165,direction_normalised_capacity_relief,empirical_crypto__joint_crypto_high_correlation,,restricted_mean_recovery_time,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
166,raw_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,,restricted_mean_recovery_time,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
167,direction_normalised_capacity_relief,empirical_crypto__joint_crypto_high_correlation,,restricted_mean_recovery_time,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
168,monotonicity_classification,empirical_crypto__joint_crypto_high_correlation,,restricted_mean_recovery_time,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,no_capacity_effect
169,raw_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,,recovery_probability_720h,14,26,capacity_14_minus_26,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
170,direction_normalised_capacity_relief,empirical_crypto__joint_crypto_high_correlation,,recovery_probability_720h,14,26,capacity_14_minus_26,-1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
171,raw_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,,recovery_probability_720h,26,45,capacity_26_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
172,direction_normalised_capacity_relief,empirical_crypto__joint_crypto_high_correlation,,recovery_probability_720h,26,45,capacity_26_minus_45,-1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
173,raw_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,,recovery_probability_720h,14,45,capacity_14_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
174,direction_normalised_capacity_relief,empirical_crypto__joint_crypto_high_correlation,,recovery_probability_720h,14,45,capacity_14_minus_45,-1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
175,monotonicity_classification,empirical_crypto__joint_crypto_high_correlation,,recovery_probability_720h,14,45,capacity_14_minus_45,-1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,not_operational
