cell_order,cell_identifier,shock,portfolio,family,metric,applicable_replication_count,not_applicable_replication_count,invalid_replication_count,mean,standard_error,ci95_lower,ci95_upper,median,p05,p25,p75,p90,p95,minimum,maximum,positive_share
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,STABLE,selected_attempts,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,STABLE,capacity_rejections,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,STABLE,successful_closures,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,STABLE,liquidated_debt,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,STABLE,backlog_area,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,STABLE,active_bad_debt,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,STABLE,realised_bad_debt,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,STABLE,keeper_profit_proxy,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,STABLE,exposure_normalised_liquidated_debt,0,128,0,,,,,,,,,,,,,
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,STABLE,exposure_normalised_backlog,0,128,0,,,,,,,,,,,,,
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,STABLE,exposure_normalised_bad_debt,0,128,0,,,,,,,,,,,,,
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,STABLE,contribution_to_system_backlog,104,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,STABLE,contribution_to_system_bad_debt,6,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,STABLE,displaced_candidates,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,STABLE,simultaneous_unsafe_hours,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,STABLE,maximum_backlog,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,joint_crypto_empirical_stress__balanced_crypto,joint_crypto_empirical_stress,balanced_crypto,ETH,initial_debt_exposure,128,0,0,1250000,1.50587093085e-11,1250000,1250000,1250000,1250000,1250000,1250000,1250000,1250000,1250000,1250000,1
3,joint_crypto_empirical_stress__balanced_crypto,joint_crypto_empirical_stress,balanced_crypto,ETH,unsafe_vault_count,128,0,0,5.84375,0.791303424575,4.29279528783,7.39470471217,1,0,0,8,18,26.65,0,50,0.6015625
3,joint_crypto_empirical_stress__balanced_crypto,joint_crypto_empirical_stress,balanced_crypto,ETH,liquidation_arrivals,128,0,0,11.9921875,2.19142634396,7.69699186585,16.2873831342,1,0,0,13,34.6,50.95,0,154,0.6015625
3,joint_crypto_empirical_stress__balanced_crypto,joint_crypto_empirical_stress,balanced_crypto,ETH,selected_attempts,128,0,0,11.921875,2.16919674978,7.67024937044,16.1735006296,1,0,0,13,34.6,50.95,0,154,0.6015625
3,joint_crypto_empirical_stress__balanced_crypto,joint_crypto_empirical_stress,balanced_crypto,ETH,capacity_rejections,128,0,0,0.0703125,0.0703125,-0.0675,0.208125,0,0,0,0,0,0,0,9,0.0078125
3,joint_crypto_empirical_stress__balanced_crypto,joint_crypto_empirical_stress,balanced_crypto,ETH,successful_closures,128,0,0,4.984375,0.695261695813,3.62166207621,6.34708792379,1,0,0,7.25,15,20,0,45,0.5859375
3,joint_crypto_empirical_stress__balanced_crypto,joint_crypto_empirical_stress,balanced_crypto,ETH,liquidated_debt,128,0,0,24622.4222548,6869.05592588,11159.07264,38085.7718695,1115.33211476,0,0,12623.6232061,60846.3327751,129306.270477,0,706460.585529,0.5859375
3,joint_crypto_empirical_stress__balanced_crypto,joint_crypto_empirical_stress,balanced_crypto,ETH,backlog_area,128,0,0,61698.0187461,17145.3836257,28093.0668397,95302.9706525,1091.03331851,0,0,23751.7014674,152525.382032,233808.076519,0,1521762.51258,0.53125
3,joint_crypto_empirical_stress__balanced_crypto,joint_crypto_empirical_stress,balanced_crypto,ETH,active_bad_debt,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,joint_crypto_empirical_stress__balanced_crypto,joint_crypto_empirical_stress,balanced_crypto,ETH,realised_bad_debt,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,joint_crypto_empirical_stress__balanced_crypto,joint_crypto_empirical_stress,balanced_crypto,ETH,keeper_profit_proxy,128,0,0,3035.29392902,881.926573348,1306.71784526,4763.87001278,52.1550307796,0,0,1347.84667255,7480.87137135,15588.7690407,0,91550.9977088,0.5859375
3,joint_crypto_empirical_stress__balanced_crypto,joint_crypto_empirical_stress,balanced_crypto,ETH,exposure_normalised_liquidated_debt,128,0,0,0.0196979378038,0.00549524474071,0.00892725811203,0.0304686174956,0.000892265691812,0,0,0.0100988985649,0.0486770662201,0.103445016382,0,0.565168468423,0.5859375
3,joint_crypto_empirical_stress__balanced_crypto,joint_crypto_empirical_stress,balanced_crypto,ETH,exposure_normalised_backlog,128,0,0,0.0493584149968,0.0137163069006,0.0224744534717,0.076242376522,0.000872826654808,0,0,0.0190013611739,0.122020305626,0.187046461215,0,1.21741001007,0.53125
